profile,programmer_type
"{""Kotlin"": [182444, 116], ""Swift"": [719994, 22], ""Dart"": [610112, 227], ""Java"": [152968, 125]}",Mobile
"{""Python"": [126469, 260], ""C#"": [343510, 218], ""C++"": [294652, 258], ""Lua"": [987056, 153], ""Rust"": [142020, 145]}",GameDev
"{""Scala"": [304763, 299], ""MATLAB"": [60718, 22], ""Julia"": [290764, 61], ""SQL"": [348558, 105]}",DataScientist
"{""Python"": [874253, 291], ""MATLAB"": [162023, 234], ""Scala"": [123284, 239], ""R"": [4586, 207], ""Julia"": [9879, 17], ""SQL"": [31239, 267]}",DataScientist
"{""JavaScript"": [20030, 253], ""Go"": [53041, 135], ""CSS"": [413416, 217], ""SQL"": [21739, 127]}",FullStack
"{""CSS"": [205594, 191], ""Go"": [1337922, 158], ""Python"": [23034, 196], ""SQL"": [784427, 230]}",FullStack
"{""C#"": [923229, 166], ""Python"": [465203, 290], ""C++"": [770698, 50], ""Rust"": [916043, 259]}",GameDev
"{""JavaScript"": [907041, 243], ""Shell"": [63882, 100], ""Go"": [355877, 8], ""C++"": [345179, 50], ""PHP"": [274956, 91], ""C"": [369731, 166]}",CyberSecurity
"{""Sass"": [230105, 108], ""JavaScript"": [634472, 88], ""HTML"": [1072254, 87], ""React"": [120640, 158]}",Frontend
"{""MATLAB"": [368745, 140], ""Python"": [385691, 22], ""R"": [219811, 270], ""Julia"": [48357, 86], ""Scala"": [458371, 146]}",DataScientist
"{""MATLAB"": [16889, 83], ""SQL"": [792473, 45], ""Scala"": [267534, 8], ""Julia"": [438066, 255], ""R"": [197679, 144], ""Python"": [143452, 45]}",DataScientist
"{""Shell"": [211552, 234], ""HCL"": [901425, 115], ""YAML"": [499529, 286], ""Groovy"": [92290, 218], ""Python"": [545152, 54]}",DevOps
"{""HTML"": [15035, 59], ""TypeScript"": [927009, 58], ""React"": [12629, 17], ""JavaScript"": [286865, 160], ""Sass"": [218331, 216], ""CSS"": [172202, 71], ""Vue"": [168356, 99]}",Frontend
"{""Sass"": [1223129, 87], ""CSS"": [765333, 34], ""Vue"": [57737, 209], ""TypeScript"": [971543, 158]}",Frontend
"{""Batch"": [56553, 206], ""Ruby"": [125399, 57], ""Go"": [693330, 21], ""PowerShell"": [492214, 298]}",Automation
"{""Bash"": [216600, 157], ""Python"": [662198, 139], ""Go"": [886842, 137], ""Scala"": [613189, 200]}",DataEngineer
"{""Shell"": [522296, 213], ""Python"": [434701, 4], ""PowerShell"": [128957, 55], ""Batch"": [5830, 99], ""Go"": [213682, 159], ""Ruby"": [229796, 254]}",Automation
"{""Scala"": [1225488, 35], ""Go"": [387177, 47], ""Bash"": [716913, 221], ""SQL"": [925465, 90], ""Python"": [844903, 246]}",DataEngineer
"{""SQL"": [361795, 211], ""Go"": [304693, 144], ""Bash"": [172094, 8], ""Java"": [699612, 145], ""Python"": [43310, 204], ""Scala"": [139586, 139]}",DataEngineer
"{""Swift"": [556144, 26], ""JavaScript"": [1109286, 67], ""Kotlin"": [107058, 35], ""Dart"": [995307, 298], ""Java"": [868905, 110]}",Mobile
"{""JavaScript"": [435346, 71], ""HTML"": [45816, 146], ""CSS"": [30169, 272], ""SQL"": [659504, 130]}",FullStack
"{""Bash"": [119667, 191], ""Python"": [1110470, 238], ""Java"": [1280378, 28], ""Scala"": [64118, 286], ""Go"": [76633, 186]}",DataEngineer
"{""Swift"": [359567, 273], ""Dart"": [400700, 39], ""Kotlin"": [299615, 242], ""Java"": [341252, 45], ""JavaScript"": [387662, 103]}",Mobile
"{""Dockerfile"": [223228, 208], ""Go"": [168408, 133], ""HCL"": [150016, 145], ""Python"": [644503, 36]}",DevOps
"{""C#"": [216704, 285], ""Ruby"": [10998, 66], ""Java"": [448133, 64], ""PHP"": [352411, 242], ""SQL"": [376417, 268], ""Node.js"": [1223532, 219], ""Go"": [994323, 163], ""Python"": [233562, 187]}",Backend
"{""CSS"": [391041, 30], ""Go"": [472566, 127], ""HTML"": [193161, 189], ""PHP"": [922463, 25], ""Python"": [451441, 48]}",FullStack
"{""SQL"": [230212, 277], ""Java"": [876279, 1], ""Go"": [177336, 157], ""PHP"": [440665, 205]}",Backend
"{""SQL"": [497038, 273], ""Scala"": [116101, 65], ""Bash"": [74377, 41], ""Go"": [220493, 49]}",DataEngineer
"{""Shell"": [70931, 64], ""Groovy"": [413976, 293], ""Go"": [122059, 81], ""HCL"": [144824, 18]}",DevOps
"{""Go"": [122721, 165], ""PowerShell"": [88018, 267], ""Batch"": [740575, 255], ""Shell"": [374684, 139]}",Automation
"{""PowerShell"": [378972, 168], ""Ruby"": [209837, 202], ""Batch"": [745197, 249], ""Python"": [75350, 290]}",Automation
"{""Go"": [7545, 198], ""Python"": [941682, 255], ""PowerShell"": [115723, 194], ""Batch"": [384751, 295], ""Shell"": [664207, 240]}",Automation
"{""JavaScript"": [112560, 25], ""Go"": [812850, 149], ""Python"": [743626, 194], ""CSS"": [55383, 256], ""PHP"": [196811, 197], ""SQL"": [284883, 139], ""HTML"": [256743, 131]}",FullStack
"{""C"": [35129, 188], ""Python"": [590020, 48], ""JavaScript"": [123103, 193], ""PHP"": [72207, 28], ""Go"": [344230, 204], ""Shell"": [425457, 31]}",CyberSecurity
"{""PHP"": [841525, 132], ""SQL"": [132449, 94], ""Ruby"": [119799, 46], ""Python"": [793552, 268], ""Go"": [78222, 170], ""Node.js"": [565460, 80], ""C#"": [675517, 184]}",Backend
"{""React"": [482684, 96], ""CSS"": [63308, 5], ""Vue"": [407539, 162], ""HTML"": [26986, 74]}",Frontend
"{""Groovy"": [225054, 203], ""YAML"": [616862, 43], ""Python"": [224099, 82], ""Dockerfile"": [1146088, 186]}",DevOps
"{""PHP"": [796123, 261], ""Node.js"": [85728, 272], ""SQL"": [113280, 133], ""C#"": [640734, 64], ""Python"": [453529, 51], ""Go"": [141476, 75], ""Java"": [397288, 267]}",Backend
"{""Vue"": [215861, 67], ""HTML"": [500817, 94], ""Sass"": [722551, 19], ""TypeScript"": [731196, 127]}",Frontend
"{""PowerShell"": [204421, 248], ""Python"": [125083, 94], ""Ruby"": [772725, 219], ""Batch"": [263624, 236]}",Automation
"{""TypeScript"": [594658, 275], ""Sass"": [782867, 295], ""JavaScript"": [249626, 24], ""Vue"": [895673, 166], ""HTML"": [577566, 184], ""React"": [288515, 170]}",Frontend
"{""Go"": [1122626, 232], ""Ruby"": [209985, 205], ""PowerShell"": [188696, 201], ""Shell"": [278125, 236], ""Batch"": [432666, 60]}",Automation
"{""Bash"": [501761, 139], ""SQL"": [297221, 300], ""Go"": [140019, 294], ""Scala"": [157989, 29], ""Java"": [187337, 203], ""Python"": [893633, 159]}",DataEngineer
"{""PowerShell"": [404970, 46], ""Python"": [317857, 294], ""Shell"": [353569, 133], ""Batch"": [559823, 280], ""Ruby"": [294509, 245], ""Go"": [227930, 77]}",Automation
"{""PHP"": [557920, 182], ""HTML"": [364807, 20], ""Python"": [1079555, 288], ""JavaScript"": [560271, 172], ""SQL"": [343971, 160]}",FullStack
"{""Shell"": [512198, 175], ""Batch"": [308781, 76], ""PowerShell"": [203294, 271], ""Ruby"": [150361, 75], ""Go"": [788733, 221]}",Automation
"{""Python"": [848966, 160], ""Go"": [461473, 14], ""Batch"": [436562, 8], ""Ruby"": [354179, 124], ""Shell"": [114542, 1], ""PowerShell"": [1476715, 14]}",Automation
"{""Java"": [658060, 178], ""PHP"": [145087, 75], ""Go"": [868944, 192], ""C#"": [549647, 277], ""Ruby"": [742705, 262]}",Backend
"{""Python"": [480297, 92], ""Rust"": [377730, 182], ""C++"": [787785, 144], ""Lua"": [125729, 202], ""C#"": [584620, 44]}",GameDev
"{""JavaScript"": [221037, 3], ""Java"": [323152, 171], ""Kotlin"": [713173, 250], ""Dart"": [258016, 149], ""Swift"": [522470, 111]}",Mobile
"{""Java"": [565758, 80], ""Scala"": [468356, 185], ""Bash"": [277752, 89], ""Python"": [64578, 236], ""SQL"": [302739, 185]}",DataEngineer
"{""Go"": [569749, 294], ""Ruby"": [491104, 91], ""Shell"": [607261, 119], ""Python"": [564916, 260], ""Batch"": [336212, 272], ""PowerShell"": [144347, 123]}",Automation
"{""CSS"": [25859, 215], ""Vue"": [1467634, 300], ""TypeScript"": [1307012, 46], ""HTML"": [672436, 262], ""Sass"": [409370, 109]}",Frontend
"{""MATLAB"": [980625, 217], ""SQL"": [803171, 92], ""Julia"": [388481, 164], ""Scala"": [335607, 58], ""R"": [224998, 39]}",DataScientist
"{""Bash"": [297050, 35], ""Go"": [147955, 237], ""SQL"": [227821, 36], ""Scala"": [188829, 17]}",DataEngineer
"{""Node.js"": [157481, 55], ""Ruby"": [26922, 198], ""C#"": [840282, 35], ""PHP"": [477493, 255], ""SQL"": [873213, 155], ""Go"": [448241, 132], ""Java"": [164419, 286], ""Python"": [594542, 196]}",Backend
"{""Scala"": [527685, 131], ""Python"": [70855, 22], ""R"": [459924, 193], ""MATLAB"": [23574, 37], ""Julia"": [994232, 221]}",DataScientist
"{""TypeScript"": [79072, 140], ""JavaScript"": [516748, 243], ""HTML"": [330126, 2], ""CSS"": [92609, 43], ""Vue"": [298492, 222], ""Sass"": [31289, 113]}",Frontend
"{""React"": [390145, 151], ""Vue"": [292498, 192], ""TypeScript"": [234301, 117], ""CSS"": [618184, 32], ""Sass"": [263116, 46]}",Frontend
"{""Kotlin"": [17118, 148], ""JavaScript"": [606394, 161], ""Dart"": [187259, 49], ""Java"": [569786, 202], ""Swift"": [194728, 78]}",Mobile
"{""CSS"": [15128, 250], ""SQL"": [477835, 76], ""Go"": [69673, 42], ""JavaScript"": [44031, 3], ""Python"": [83105, 120], ""HTML"": [207651, 225], ""PHP"": [234522, 26]}",FullStack
"{""Sass"": [226800, 182], ""React"": [993069, 89], ""CSS"": [185588, 52], ""Vue"": [1143568, 83], ""HTML"": [146107, 249], ""TypeScript"": [1376959, 248], ""JavaScript"": [491860, 169]}",Frontend
"{""YAML"": [427070, 83], ""HCL"": [68855, 77], ""Groovy"": [418092, 80], ""Shell"": [572706, 185], ""Python"": [69286, 28]}",DevOps
"{""Shell"": [125705, 225], ""Ruby"": [651803, 234], ""Batch"": [346393, 21], ""Python"": [794782, 258]}",Automation
"{""Python"": [137328, 117], ""Scala"": [428032, 164], ""Bash"": [871981, 291], ""SQL"": [365248, 99], ""Go"": [878217, 149]}",DataEngineer
"{""SQL"": [310718, 39], ""Java"": [108596, 5], ""Bash"": [391151, 20], ""Go"": [604850, 139]}",DataEngineer
"{""React"": [181219, 287], ""HTML"": [95061, 55], ""Vue"": [176498, 126], ""CSS"": [370090, 116], ""JavaScript"": [547355, 237], ""TypeScript"": [379889, 164], ""Sass"": [923219, 1]}",Frontend
"{""SQL"": [119596, 214], ""CSS"": [1202307, 164], ""Python"": [110067, 22], ""JavaScript"": [1257804, 218], ""HTML"": [47766, 85], ""PHP"": [722651, 121]}",FullStack
"{""TypeScript"": [189951, 217], ""HTML"": [47926, 69], ""JavaScript"": [382405, 194], ""Sass"": [434682, 255]}",Frontend
"{""CSS"": [134056, 285], ""Python"": [169016, 74], ""JavaScript"": [266821, 249], ""PHP"": [832556, 258]}",FullStack
"{""Python"": [671866, 2], ""Scala"": [87710, 60], ""SQL"": [233575, 120], ""Java"": [641409, 42]}",DataEngineer
"{""Bash"": [377883, 147], ""Python"": [28751, 262], ""SQL"": [646484, 216], ""Scala"": [139869, 33], ""Go"": [17147, 104]}",DataEngineer
"{""Julia"": [996737, 226], ""Python"": [453571, 155], ""MATLAB"": [23946, 41], ""SQL"": [89582, 81]}",DataScientist
"{""JavaScript"": [156370, 287], ""CSS"": [110323, 167], ""PHP"": [216557, 286], ""Python"": [128207, 285], ""Go"": [193206, 222], ""SQL"": [466795, 53], ""HTML"": [298459, 54]}",FullStack
"{""Python"": [96524, 189], ""Bash"": [799319, 59], ""SQL"": [44154, 51], ""Go"": [370498, 95], ""Java"": [546899, 168]}",DataEngineer
"{""JavaScript"": [262973, 248], ""Vue"": [630601, 112], ""React"": [387695, 116], ""TypeScript"": [433994, 271], ""HTML"": [243741, 238], ""CSS"": [103121, 263], ""Sass"": [923597, 138]}",Frontend
"{""Java"": [342562, 126], ""Scala"": [484174, 204], ""SQL"": [392423, 275], ""Python"": [6225, 5], ""Bash"": [233124, 178]}",DataEngineer
"{""Dart"": [192762, 64], ""Java"": [73158, 237], ""JavaScript"": [100698, 166], ""Kotlin"": [332666, 270]}",Mobile
"{""MATLAB"": [8768, 20], ""SQL"": [250707, 82], ""Scala"": [505776, 249], ""Python"": [1145498, 43], ""R"": [242154, 259]}",DataScientist
"{""C#"": [72818, 171], ""Ruby"": [719104, 8], ""Python"": [470443, 265], ""PHP"": [475529, 165]}",Backend
"{""SQL"": [161304, 114], ""JavaScript"": [197526, 300], ""HTML"": [936917, 205], ""CSS"": [448860, 110]}",FullStack
"{""SQL"": [274081, 119], ""C#"": [392161, 100], ""Python"": [539186, 281], ""Go"": [150284, 156]}",Backend
"{""Python"": [313622, 24], ""MATLAB"": [89073, 65], ""Julia"": [622388, 40], ""R"": [1000283, 295]}",DataScientist
"{""CSS"": [282533, 223], ""React"": [425596, 202], ""Sass"": [410681, 185], ""TypeScript"": [496571, 182], ""JavaScript"": [644283, 222]}",Frontend
"{""C"": [119138, 157], ""Go"": [598540, 10], ""Shell"": [467317, 27], ""Python"": [60405, 80], ""JavaScript"": [337495, 259], ""PHP"": [381389, 287]}",CyberSecurity
"{""Python"": [31586, 1], ""C#"": [389986, 191], ""Rust"": [727676, 2], ""Lua"": [188706, 269]}",GameDev
"{""Scala"": [514285, 112], ""Python"": [368880, 39], ""SQL"": [1284673, 26], ""Java"": [571956, 12], ""Go"": [546544, 234], ""Bash"": [292358, 83]}",DataEngineer
"{""JavaScript"": [51459, 180], ""PHP"": [260545, 171], ""HTML"": [23733, 93], ""CSS"": [703214, 167], ""Python"": [20923, 212]}",FullStack
"{""Vue"": [932912, 152], ""CSS"": [298829, 114], ""Sass"": [776976, 155], ""TypeScript"": [774669, 244], ""React"": [618908, 150], ""HTML"": [70669, 281], ""JavaScript"": [205887, 169]}",Frontend
"{""Scala"": [86912, 251], ""Python"": [161207, 242], ""SQL"": [222323, 280], ""R"": [149940, 247]}",DataScientist
"{""CSS"": [49013, 206], ""Sass"": [364912, 3], ""Vue"": [269015, 264], ""TypeScript"": [287388, 151], ""HTML"": [421566, 67], ""React"": [231786, 82], ""JavaScript"": [98607, 143]}",Frontend
"{""PHP"": [512402, 196], ""CSS"": [140566, 144], ""HTML"": [1110336, 268], ""Go"": [780463, 264], ""SQL"": [28185, 57]}",FullStack
"{""Dockerfile"": [280511, 237], ""Shell"": [604388, 163], ""YAML"": [572565, 269], ""HCL"": [966357, 190], ""Python"": [185149, 13]}",DevOps
"{""HCL"": [79773, 13], ""Python"": [550385, 22], ""Dockerfile"": [220015, 244], ""Shell"": [702341, 220], ""YAML"": [302165, 77], ""Go"": [13189, 283], ""Groovy"": [89121, 255]}",DevOps
"{""C#"": [144462, 63], ""Python"": [63636, 15], ""Node.js"": [84627, 58], ""Go"": [285773, 215], ""Ruby"": [121022, 36], ""SQL"": [437293, 95], ""PHP"": [635871, 140]}",Backend
"{""Julia"": [693756, 123], ""Scala"": [741601, 26], ""Python"": [228399, 183], ""MATLAB"": [794923, 162], ""SQL"": [242305, 23]}",DataScientist
"{""PHP"": [452295, 176], ""C++"": [41723, 222], ""Python"": [632341, 181], ""C"": [552987, 92]}",CyberSecurity
"{""TypeScript"": [180149, 97], ""React"": [401561, 217], ""Vue"": [46675, 65], ""JavaScript"": [518421, 22], ""Sass"": [337976, 100]}",Frontend
"{""JavaScript"": [32544, 122], ""PHP"": [780563, 140], ""Python"": [590202, 200], ""HTML"": [448645, 96], ""Go"": [140002, 47], ""CSS"": [128212, 78], ""SQL"": [314079, 199]}",FullStack
"{""PHP"": [159719, 64], ""JavaScript"": [286582, 35], ""Go"": [14253, 19], ""Python"": [527774, 188], ""SQL"": [191698, 174], ""HTML"": [415738, 289], ""CSS"": [32460, 6]}",FullStack
"{""Ruby"": [440038, 110], ""PHP"": [980061, 3], ""Java"": [458075, 264], ""Node.js"": [229005, 289]}",Backend
"{""Java"": [952738, 91], ""Python"": [1022695, 107], ""PHP"": [283373, 265], ""Go"": [291557, 150], ""Ruby"": [53672, 192], ""Node.js"": [441211, 194], ""SQL"": [70152, 218], ""C#"": [167128, 50]}",Backend
"{""Python"": [260980, 154], ""MATLAB"": [307108, 184], ""R"": [421977, 271], ""Julia"": [257835, 259]}",DataScientist
"{""PHP"": [427660, 132], ""Java"": [332466, 229], ""Go"": [110405, 182], ""Ruby"": [33505, 271], ""Node.js"": [220875, 171]}",Backend
"{""Go"": [332851, 114], ""Python"": [766404, 213], ""PHP"": [249791, 23], ""JavaScript"": [894799, 240], ""HTML"": [854219, 57], ""SQL"": [370106, 137]}",FullStack
"{""Ruby"": [15058, 61], ""Go"": [772407, 248], ""Shell"": [292102, 165], ""Python"": [900242, 235], ""PowerShell"": [18607, 71], ""Batch"": [292697, 64]}",Automation
"{""Node.js"": [321423, 128], ""SQL"": [253628, 186], ""Ruby"": [1227240, 269], ""Go"": [312898, 252]}",Backend
"{""JavaScript"": [287356, 7], ""Vue"": [423372, 182], ""TypeScript"": [31834, 116], ""Sass"": [242138, 41], ""CSS"": [310499, 66]}",Frontend
"{""HCL"": [61947, 67], ""Go"": [616021, 59], ""Shell"": [208707, 145], ""YAML"": [667296, 188], ""Python"": [210947, 23]}",DevOps
"{""R"": [139202, 92], ""Python"": [478576, 194], ""Julia"": [520129, 154], ""SQL"": [366867, 96], ""Scala"": [476307, 264], ""MATLAB"": [486400, 147]}",DataScientist
"{""CSS"": [54899, 218], ""HTML"": [393058, 293], ""SQL"": [13967, 49], ""Go"": [1265147, 106]}",FullStack
"{""R"": [65521, 17], ""SQL"": [98340, 209], ""Julia"": [1144239, 196], ""Scala"": [683102, 286], ""MATLAB"": [126785, 220]}",DataScientist
"{""C++"": [1064375, 164], ""Rust"": [582571, 246], ""Python"": [918734, 239], ""Lua"": [141984, 137]}",GameDev
"{""SQL"": [466433, 21], ""Python"": [405904, 100], ""CSS"": [209084, 6], ""JavaScript"": [456659, 187]}",FullStack
"{""SQL"": [332632, 93], ""Ruby"": [74722, 33], ""Python"": [211498, 204], ""PHP"": [374172, 274]}",Backend
"{""Python"": [290298, 3], ""Rust"": [93860, 242], ""C++"": [637950, 111], ""Lua"": [521473, 230]}",GameDev
"{""Batch"": [1209056, 89], ""Go"": [80243, 78], ""Shell"": [10088, 171], ""PowerShell"": [120074, 222], ""Python"": [965632, 228], ""Ruby"": [105231, 162]}",Automation
"{""C"": [138148, 80], ""PHP"": [357003, 300], ""C++"": [114490, 236], ""Shell"": [806438, 179], ""Python"": [38788, 257], ""Go"": [532240, 36]}",CyberSecurity
"{""Lua"": [1140424, 191], ""Python"": [75646, 40], ""C++"": [1072820, 220], ""Rust"": [655813, 133], ""C#"": [410710, 287]}",GameDev
"{""C#"": [913826, 277], ""Node.js"": [519814, 226], ""Java"": [342036, 175], ""Python"": [96016, 40]}",Backend
"{""Java"": [962168, 29], ""Node.js"": [61106, 189], ""C#"": [349398, 280], ""Ruby"": [419330, 17], ""Go"": [117931, 58]}",Backend
"{""Go"": [52115, 70], ""Scala"": [910722, 65], ""Java"": [773474, 5], ""SQL"": [1292787, 41]}",DataEngineer
"{""Python"": [987068, 131], ""JavaScript"": [381119, 228], ""PHP"": [277290, 178], ""Shell"": [347529, 179], ""C"": [523854, 59]}",CyberSecurity
"{""Ruby"": [269903, 298], ""Shell"": [386629, 232], ""Go"": [292711, 131], ""Batch"": [104654, 7], ""PowerShell"": [170962, 99], ""Python"": [78597, 164]}",Automation
"{""Bash"": [244399, 267], ""Python"": [124463, 80], ""Java"": [355623, 113], ""SQL"": [249027, 195]}",DataEngineer
"{""Bash"": [50399, 60], ""Scala"": [640796, 15], ""Java"": [241616, 183], ""Python"": [198985, 293]}",DataEngineer
"{""CSS"": [49551, 71], ""JavaScript"": [164286, 24], ""Vue"": [131416, 159], ""TypeScript"": [932290, 223], ""React"": [121933, 48]}",Frontend
"{""Lua"": [732979, 9], ""C++"": [411282, 62], ""Rust"": [82974, 100], ""C#"": [346502, 135]}",GameDev
"{""TypeScript"": [677128, 87], ""Vue"": [296082, 238], ""React"": [25980, 258], ""CSS"": [841576, 125], ""Sass"": [605635, 187], ""HTML"": [311316, 86], ""JavaScript"": [143079, 120]}",Frontend
"{""Shell"": [95643, 80], ""Go"": [1399147, 272], ""Python"": [974655, 57], ""YAML"": [92263, 248]}",DevOps
"{""HCL"": [1460996, 292], ""YAML"": [144333, 128], ""Groovy"": [261968, 32], ""Dockerfile"": [983085, 174]}",DevOps
"{""Python"": [415452, 80], ""Scala"": [229470, 216], ""R"": [1002085, 64], ""Julia"": [164332, 122]}",DataScientist
"{""PHP"": [397089, 159], ""SQL"": [280418, 43], ""C#"": [70430, 28], ""Node.js"": [592129, 176], ""Ruby"": [512989, 232], ""Go"": [238169, 216], ""Java"": [253828, 160]}",Backend
"{""JavaScript"": [334759, 65], ""Dart"": [146203, 111], ""Java"": [75990, 269], ""Kotlin"": [63585, 108], ""Swift"": [415623, 242]}",Mobile
"{""Python"": [227928, 219], ""SQL"": [619576, 250], ""Scala"": [3446, 72], ""Go"": [770016, 203], ""Bash"": [192955, 283], ""Java"": [291853, 28]}",DataEngineer
"{""Julia"": [301076, 123], ""Scala"": [815276, 193], ""Python"": [456584, 196], ""SQL"": [148535, 218], ""MATLAB"": [417543, 95], ""R"": [814205, 57]}",DataScientist
"{""Ruby"": [282949, 122], ""PowerShell"": [37882, 27], ""Go"": [257787, 65], ""Shell"": [102179, 79], ""Python"": [138170, 191], ""Batch"": [152112, 282]}",Automation
"{""SQL"": [1128658, 116], ""Java"": [383900, 41], ""Scala"": [265408, 237], ""Bash"": [393593, 182]}",DataEngineer
"{""Rust"": [198006, 3], ""Lua"": [724200, 97], ""C++"": [133358, 75], ""C#"": [285488, 12], ""Python"": [266944, 247]}",GameDev
"{""YAML"": [82231, 130], ""Groovy"": [183399, 17], ""Python"": [493977, 146], ""Dockerfile"": [582829, 37], ""HCL"": [1329526, 265], ""Go"": [94252, 46], ""Shell"": [1009030, 206]}",DevOps
"{""R"": [1407458, 231], ""Python"": [719876, 123], ""SQL"": [871615, 89], ""Julia"": [904159, 124], ""MATLAB"": [1695705, 35], ""Scala"": [299285, 179]}",DataScientist
"{""JavaScript"": [218341, 115], ""Dart"": [908525, 256], ""Java"": [888898, 252], ""Swift"": [1084336, 21], ""Kotlin"": [340640, 65]}",Mobile
"{""CSS"": [640011, 117], ""Sass"": [649239, 252], ""Vue"": [436105, 17], ""HTML"": [6037, 207]}",Frontend
"{""Python"": [140446, 228], ""Shell"": [435832, 111], ""Dockerfile"": [69964, 93], ""Go"": [52582, 80], ""Groovy"": [325010, 216], ""YAML"": [603993, 6], ""HCL"": [254985, 58]}",DevOps
"{""Java"": [710518, 144], ""Python"": [772752, 189], ""Go"": [417024, 230], ""SQL"": [618111, 299]}",DataEngineer
"{""Go"": [259083, 272], ""JavaScript"": [194266, 223], ""PHP"": [552972, 35], ""Python"": [5954, 231], ""C"": [264881, 169]}",CyberSecurity
"{""Swift"": [427941, 32], ""Dart"": [39839, 165], ""Java"": [223850, 42], ""Kotlin"": [510168, 192]}",Mobile
"{""Ruby"": [209640, 260], ""Go"": [424369, 264], ""Python"": [613760, 4], ""Batch"": [437977, 195], ""PowerShell"": [490115, 77]}",Automation
"{""HCL"": [80465, 154], ""Python"": [173423, 183], ""Go"": [517307, 119], ""YAML"": [107119, 200], ""Shell"": [816335, 55], ""Groovy"": [435799, 298], ""Dockerfile"": [40760, 54]}",DevOps
"{""MATLAB"": [697744, 240], ""Python"": [60006, 246], ""SQL"": [92223, 152], ""Julia"": [713117, 245]}",DataScientist
"{""C++"": [447348, 269], ""Python"": [326723, 9], ""Lua"": [335825, 134], ""Rust"": [204043, 232], ""C#"": [91928, 158]}",GameDev
"{""PHP"": [151122, 191], ""Shell"": [675134, 253], ""C"": [387630, 274], ""Python"": [331949, 102], ""C++"": [162412, 205], ""Go"": [124696, 180]}",CyberSecurity
"{""React"": [27906, 37], ""HTML"": [596219, 14], ""CSS"": [219161, 16], ""Sass"": [329499, 245], ""Vue"": [204978, 216], ""JavaScript"": [168635, 116], ""TypeScript"": [697894, 22]}",Frontend
"{""Julia"": [728027, 238], ""MATLAB"": [757053, 100], ""R"": [592734, 24], ""Python"": [614821, 60], ""SQL"": [230352, 76]}",DataScientist
"{""C++"": [21294, 14], ""JavaScript"": [445188, 225], ""Python"": [739069, 274], ""Shell"": [338092, 195], ""Go"": [724450, 93]}",CyberSecurity
"{""SQL"": [193079, 23], ""Python"": [90053, 292], ""Bash"": [309446, 115], ""Java"": [579576, 53], ""Go"": [68346, 220], ""Scala"": [456947, 260]}",DataEngineer
"{""C#"": [221210, 283], ""C++"": [97657, 152], ""Rust"": [206148, 210], ""Python"": [115391, 32], ""Lua"": [87031, 70]}",GameDev
"{""C++"": [166816, 85], ""C#"": [565493, 27], ""Python"": [247091, 13], ""Rust"": [407424, 234], ""Lua"": [357758, 242]}",GameDev
"{""C#"": [23763, 41], ""Rust"": [171103, 281], ""C++"": [919139, 231], ""Lua"": [170425, 134], ""Python"": [561775, 267]}",GameDev
"{""Java"": [476191, 3], ""Ruby"": [16226, 217], ""Python"": [251342, 176], ""SQL"": [343517, 177]}",Backend
"{""Scala"": [409720, 120], ""Python"": [1479910, 127], ""Java"": [1482121, 252], ""Bash"": [532801, 45], ""Go"": [1352467, 57]}",DataEngineer
"{""CSS"": [265504, 210], ""JavaScript"": [612584, 26], ""Go"": [1112197, 111], ""HTML"": [63379, 272], ""PHP"": [293626, 249], ""Python"": [830862, 163]}",FullStack
"{""Python"": [29846, 283], ""Go"": [29278, 106], ""JavaScript"": [405800, 4], ""C"": [120408, 38]}",CyberSecurity
"{""React"": [141061, 188], ""Vue"": [388493, 240], ""TypeScript"": [172971, 228], ""JavaScript"": [1476581, 116]}",Frontend
"{""Ruby"": [28237, 91], ""Java"": [459506, 85], ""SQL"": [638885, 28], ""C#"": [664563, 57], ""Go"": [311463, 24]}",Backend
"{""Dockerfile"": [718276, 176], ""Groovy"": [712883, 150], ""HCL"": [473517, 205], ""Shell"": [449834, 168], ""Python"": [674720, 235], ""Go"": [250833, 242], ""YAML"": [681336, 145]}",DevOps
"{""Julia"": [272598, 150], ""SQL"": [409975, 61], ""R"": [278555, 73], ""MATLAB"": [129023, 18], ""Python"": [163832, 248], ""Scala"": [64069, 289]}",DataScientist
"{""Kotlin"": [575156, 299], ""Dart"": [317699, 260], ""Swift"": [311779, 106], ""JavaScript"": [557043, 91]}",Mobile
"{""C++"": [546558, 205], ""C#"": [201362, 22], ""Rust"": [395585, 255], ""Python"": [213458, 106]}",GameDev
"{""PHP"": [451137, 140], ""HTML"": [395827, 102], ""Go"": [1367361, 70], ""JavaScript"": [480907, 151], ""SQL"": [404944, 176]}",FullStack
"{""Lua"": [114763, 60], ""Python"": [109401, 188], ""C#"": [777750, 126], ""C++"": [379981, 191], ""Rust"": [580128, 201]}",GameDev
"{""PHP"": [31634, 28], ""Python"": [489360, 27], ""SQL"": [208606, 54], ""JavaScript"": [439325, 93], ""Go"": [494790, 248], ""CSS"": [160294, 60], ""HTML"": [382206, 54]}",FullStack
"{""Java"": [285351, 124], ""Python"": [77355, 231], ""PHP"": [301652, 192], ""Node.js"": [1385643, 16], ""C#"": [208872, 275], ""Ruby"": [743869, 85]}",Backend
"{""R"": [560884, 263], ""Scala"": [499725, 164], ""MATLAB"": [5453, 210], ""Julia"": [400198, 199], ""SQL"": [351267, 245], ""Python"": [74103, 106]}",DataScientist
